2.9819543167929055e-05,1.7816706140171974e-09,79006.0,5.8770179748535156e-05,1
9.197759098769056e-06,5.137589463726108e-09,78885.0,0.00011935830116271973,1
6.383056372034002e-06,2.4049561436822405e-09,78958.0,7.301568984985352e-05,1
3.5009801758953102e-06,9.777386219553455e-12,78854.0,5.781650543212891e-06,1
2.7021175878143654e-05,2.511870796537457e-09,78810.0,9.462237358093262e-05,1
9.657653979961625e-06,8.93202584697177e-10,79432.0,5.412101745605469e-05,1
1.8912913988590674e-05,3.802530308687254e-09,78922.0,7.554888725280762e-05,1
7.291633185940636e-06,3.7329242418333485e-09,80223.0,0.00010058283805847168,1
1.9068398303388635e-05,1.8225489326305006e-09,80411.0,6.029009819030762e-05,1
1.0794664878111821e-05,4.836439732682266e-09,79398.0,0.00011587142944335938,1
2.173680553398329e-06,6.910295358993992e-10,79516.0,4.842877388000488e-05,1
6.865830287634296e-06,6.8010278166073606e-12,78816.0,8.910894393920898e-06,1
2.739459643430001e-05,2.9153582030669905e-09,78810.0,9.715557098388672e-05,1
1.4841309692067737e-05,7.304757725298885e-09,79492.0,0.00014090538024902344,1
3.7446709989560113e-06,1.6924408102092187e-09,78963.0,4.83393669128418e-05,1
2.0195169450997117e-05,2.4386687210018695e-09,79403.0,8.568167686462402e-05,1
1.3081767785784286,0.03740083075126077,144694.0,0.8720219135284424,0
3.809784579871806e-05,2.5298268676960928e-09,79523.0,8.893013000488281e-05,1
2.1088696953731474e-06,5.660553078280361e-10,78789.0,3.5434961318969727e-05,1
1.6276406794398961e-06,1.3887804523738735e-11,80452.0,6.198883056640625e-06,1
2.6458856979883602e-05,3.2192107827100685e-09,78853.0,0.0001068115234375,1
6.361417235901493e-06,1.2581844669072364e-09,78961.0,5.4836273193359375e-05,1
2.7276452440297984e-06,1.0836725243135902e-09,78944.0,3.6597251892089844e-05,1
2.825961121600482e-06,2.4982071700983454e-09,79404.0,6.443262100219727e-05,1
0.942108808908911,0.034043910825213936,163784.0,0.9032398462295532,0
